EmployeeID,FirstName,LastName,CompanyEmail,DesignationID,TeamID,IsActive,TicketID,TicketNumber,Subject,Description,StatusCode,PriorityCode,CreatedAt,ClosedAt,AssignedToID
299,Jacob,Stone,jacob.stone@echobyte.com,2,7,1,8,TKT-2024-0008,Unable to access cloud applications due to network issues,I'm experiencing Cannot connect to corporate VPN in office. This started last week and I've tried restarting router. This is preventing me from accessing critical files.,Closed,LOW,2024-09-08 16:46:00.000,2024-09-09 07:46:00.000,837
300,Brian,Bailey,brian.bailey@echobyte.com,8,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,Christina,Moreno,christina.moreno@echobyte.com,1,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,Alexander,Murphy,alexander.murphy@echobyte.com,6,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
303,Cameron,Sanchez,cameron.sanchez@echobyte.com,9,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,Rachel,Daniels,rachel.daniels@echobyte.com,8,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,Christy,Scott,christy.scott@echobyte.com,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,Wendy,Harrison,wendy.harrison@echobyte.com,8,10,1,114,TKT-2025-0114,laptop freezing - urgent assistance needed,I'm experiencing overheating with my laptop. The problem started yesterday and I've attempted restarting the device. This is preventing me from access critical files.,Closed,LOW,2025-06-23 12:16:00.000,2025-06-24 06:16:00.000,58
307,Evan,Payne,evan.payne@echobyte.com,10,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,Drew,Walsh,drew.walsh@echobyte.com,7,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,Nicholas,Parker,nicholas.parker@echobyte.com,9,8,1,132,TKT-2025-0132,Need permission changes for CRM system,"System: email system
Issue: permission error
User: existing user
Impact: completing my work
Steps taken: trying different passwords",Closed,LOW,2025-07-14 15:03:00.000,2025-07-15 06:03:00.000,646
310,Julia,Rubio,julia.rubio@echobyte.com,6,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,Sarah,Richards,sarah.richards@echobyte.com,2,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,Jessica,Smith,jessica.smith@echobyte.com,8,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,Brian,Taylor,brian.taylor@echobyte.com,6,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,Francisco,Reid,francisco.reid@echobyte.com,8,12,1,80,TKT-2024-0080,Zoom not responding after the latest update,"Since installing new software, Adobe Photoshop has been freezing. I need this resolved quickly as it affects client presentations.",Closed,LOW,2024-08-15 14:08:00.000,2024-08-16 14:08:00.000,325
315,Sandra,Mathis,sandra.mathis@echobyte.com,6,3,1,148,TKT-2024-0148,Account permission error - urgent assistance needed,"System: Active Directory
Issue: account locked
User: new employee
Impact: accessing project files
Steps taken: trying different passwords",Closed,MED,2024-10-26 10:40:00.000,2024-10-26 17:40:00.000,850
316,Victor,Graham,victor.graham@echobyte.com,4,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,James,Martinez,james.martinez@echobyte.com,2,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,Jacob,Bradshaw,jacob.bradshaw@echobyte.com,6,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,Miguel,Stewart,miguel.stewart@echobyte.com,9,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,Brian,Vega,brian.vega@echobyte.com,9,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,Nicholas,Price,nicholas.price@echobyte.com,4,27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,Paul,Murphy,paul.murphy@echobyte.com,5,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
323,Laura,Beard,laura.beard@echobyte.com,1,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,Tracy,Hall,tracy.hall@echobyte.com,7,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
325,Makayla,Sanders,makayla.sanders@echobyte.com,7,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,Amber,Davis,amber.davis@echobyte.com,8,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
327,Virginia,James,virginia.james@echobyte.com,2,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,Daniel,Moore,daniel.moore@echobyte.com,6,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
329,William,Sanchez,william.sanchez@echobyte.com,4,25,1,107,TKT-2024-0107,Cannot access shared drives - password expired,I'm trying to access Active Directory but getting access denied. I need this resolved as it's preventing me from completing my work. I've tried contacting my manager.,Closed,LOW,2024-11-04 09:15:00.000,2024-11-05 04:15:00.000,525
330,Michelle,Solis,michelle.solis@echobyte.com,8,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
331,Catherine,Camacho,catherine.camacho@echobyte.com,9,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332,Sara,Nguyen,sara.nguyen@echobyte.com,9,12,1,188,TKT-2024-0188,Dell laptop overheating - urgent assistance needed,My ThinkPad (Model: ThinkPad X1 Carbon) started battery not charging after power outage. I've tried Restarted the device multiple times but the issue persists. This is affecting my ability to work remotely.,Closed,LOW,2024-11-30 14:45:00.000,2024-12-01 09:45:00.000,219
333,Paige,Pacheco,paige.pacheco@echobyte.com,4,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
334,Amanda,Anderson,amanda.anderson@echobyte.com,8,4,1,76,TKT-2025-0076,Unable to joining meetings in Adobe Photoshop - Network Error: DNS_PROBE_FINISHED_NXDOMAIN,"Application: Adobe Photoshop
Version: Ubuntu 20.04 LTS
Issue: freezing
Error message: ERROR 0x80070002: The system cannot find the file specified
Steps taken: clearing cache
Impact: project deadlines",Closed,MED,2025-01-09 13:28:00.000,2025-01-10 04:28:00.000,582
334,Amanda,Anderson,amanda.anderson@echobyte.com,8,4,1,149,TKT-2024-0149,Zoom freezing after yesterday's system restart,"Application: Chrome
Version: macOS Ventura 13.2.1
Issue: crashing
Error message: Network Error: DNS_PROBE_FINISHED_NXDOMAIN
Steps taken: restarting the application
Impact: client presentations",Closed,MED,2024-09-17 11:46:00.000,2024-09-17 23:46:00.000,480
335,Chelsea,Mcclain,chelsea.mcclain@echobyte.com,2,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
336,Jennifer,Roach,jennifer.roach@echobyte.com,10,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337,Zachary,Schmidt,zachary.schmidt@echobyte.com,6,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,David,Ford,david.ford@echobyte.com,6,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,Jessica,Oneal,jessica.oneal@echobyte.com,1,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,Donald,Leon,donald.leon@echobyte.com,4,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,Shane,Cook,shane.cook@echobyte.com,10,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,Rose,Martin,rose.martin@echobyte.com,7,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,Mark,Miller,mark.miller@echobyte.com,4,2,1,192,TKT-2025-0192,Network adapter not recognized - need immediate assistance,Network connectivity is very slow in meeting room. I need this resolved urgently as it affects communicating with clients.,Closed,LOW,2025-01-16 12:57:00.000,2025-01-17 14:57:00.000,760
344,Roy,Mosley,roy.mosley@echobyte.com,3,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,Dawn,Graves,dawn.graves@echobyte.com,2,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,Brandon,Randall,brandon.randall@echobyte.com,8,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,Marvin,Russell,marvin.russell@echobyte.com,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,Jeffrey,Underwood,jeffrey.underwood@echobyte.com,1,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
349,Frank,Davis,frank.davis@echobyte.com,6,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,Jessica,Bartlett,jessica.bartlett@echobyte.com,1,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,Brooke,Hoffman,brooke.hoffman@echobyte.com,9,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,Anthony,Mitchell,anthony.mitchell@echobyte.com,10,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,Daniel,Woods,daniel.woods@echobyte.com,7,11,1,4,TKT-2025-0004,Cannot access ERP system - password expired,"I'm trying to access email system but getting account locked. I need this resolved as it's preventing me from accessing project files. I've tried checking email for reset links.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-06-02 15:05:00.000,2025-06-03 01:05:00.000,215
354,Christina,Preston,christina.preston@echobyte.com,7,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
355,Tiffany,Gray,tiffany.gray@echobyte.com,10,10,1,169,TKT-2025-0169,Unable to access email due to network issues,I'm experiencing WiFi connection drops intermittently in meeting room. This started this morning and I've tried restarting router. This is preventing me from attending important meetings.,Closed,LOW,2025-06-11 10:15:00.000,2025-06-12 16:15:00.000,209
356,Tabitha,Nelson,tabitha.nelson@echobyte.com,8,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,John,Ballard,john.ballard@echobyte.com,10,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,Vickie,Day,vickie.day@echobyte.com,9,16,1,54,TKT-2024-0054,Hardware issue with Dell laptop: overheating,My laptop (Model: ThinkPad T14) started overheating after software installation. I've tried Checked network cable connections but the issue persists. This is affecting my ability to access critical files.,Closed,LOW,2024-08-26 13:45:00.000,2024-08-27 05:45:00.000,692
359,Joan,Oconnor,joan.oconnor@echobyte.com,5,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360,Donna,Lewis,donna.lewis@echobyte.com,3,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,Martin,Taylor,martin.taylor@echobyte.com,2,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,Laura,Gordon,laura.gordon@echobyte.com,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,Richard,Hart,richard.hart@echobyte.com,5,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,Michelle,King,michelle.king@echobyte.com,4,21,1,177,TKT-2024-0177,Need account creation for email system,"Since this morning, I've been unable to permission changes in shared drives. This is affecting accessing project files.",Closed,MED,2024-12-09 10:12:00.000,2024-12-09 17:12:00.000,89
365,Morgan,Short,morgan.short@echobyte.com,1,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
366,Jeffrey,Thomas,jeffrey.thomas@echobyte.com,10,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
367,Daniel,Osborne,daniel.osborne@echobyte.com,7,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
368,Katherine,Russell,katherine.russell@echobyte.com,8,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
369,Nicole,Davis,nicole.davis@echobyte.com,8,24,1,69,TKT-2024-0069,Account password expired - urgent assistance needed,"Since last week, I've been unable to account creation in Active Directory. This is affecting completing my work.",Closed,LOW,2024-09-25 13:36:00.000,2024-09-26 15:36:00.000,381
370,Andrew,Short,andrew.short@echobyte.com,6,26,0,155,TKT-2025-0155,Unable to start on ThinkPad - overheating,I'm experiencing blue screen with my laptop. The problem started a few days ago and I've attempted restarting the device. This is preventing me from access critical files.,Closed,MED,2025-02-06 11:15:00.000,2025-02-06 20:15:00.000,557
371,Christine,Proctor,christine.proctor@echobyte.com,10,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,Susan,Clay,susan.clay@echobyte.com,8,20,1,33,TKT-2024-0033,Unable to access email due to network issues,Network connectivity is very slow in cafeteria. I need this resolved urgently as it affects communicating with clients.,Closed,LOW,2024-10-22 09:00:00.000,2024-10-23 16:00:00.000,428
373,Lindsay,Edwards,lindsay.edwards@echobyte.com,2,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
374,Brian,Russell,brian.russell@echobyte.com,7,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
375,Emily,Baker,emily.baker@echobyte.com,9,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,Donald,Foster,donald.foster@echobyte.com,8,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
377,Erin,Flores,erin.flores@echobyte.com,1,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
378,Dominic,Bradley,dominic.bradley@echobyte.com,2,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,Sydney,Potter,sydney.potter@echobyte.com,9,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,Zachary,Gonzalez,zachary.gonzalez@echobyte.com,10,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,Erin,Murphy,erin.murphy@echobyte.com,8,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,Adrienne,Bush,adrienne.bush@echobyte.com,6,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,Allen,Oliver,allen.oliver@echobyte.com,7,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,Matthew,Chapman,matthew.chapman@echobyte.com,3,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
385,Cynthia,Peters,cynthia.peters@echobyte.com,10,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,Alan,Davis,alan.davis@echobyte.com,3,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
387,Judy,Reyes,judy.reyes@echobyte.com,6,22,1,175,TKT-2024-0175,Zoom not responding after the latest update,I'm having trouble with Adobe Photoshop (Version: Ubuntu 22.04 LTS). The application not responding when I try to sending emails. I've tried checking for updates but the problem continues.,Closed,LOW,2024-12-12 09:42:00.000,2024-12-13 02:42:00.000,789
388,Tamara,Clarke,tamara.clarke@echobyte.com,2,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,Teresa,Taylor,teresa.taylor@echobyte.com,4,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,Shelly,Curry,shelly.curry@echobyte.com,7,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,Sean,Sharp,sean.sharp@echobyte.com,6,5,1,20,TKT-2025-0020,laptop blue screen when turn on,I'm experiencing overheating with my Dell laptop. The problem started last week and I've attempted checking power connections. This is preventing me from attend client meetings.,Closed,LOW,2025-06-14 11:34:00.000,2025-06-15 15:34:00.000,809
392,Kimberly,Perez,kimberly.perez@echobyte.com,2,8,1,145,TKT-2025-0145,Cannot connect to VPN in lobby,"I'm experiencing Network printer not responding in conference room. This started this morning and I've tried restarting router. This is preventing me from accessing critical files.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-07-08 09:45:00.000,2025-07-08 19:45:00.000,402
392,Kimberly,Perez,kimberly.perez@echobyte.com,2,8,1,63,TKT-2025-0063,Unable to connect to WiFi on MacBook - freezing,I'm experiencing battery not charging with my ThinkPad. The problem started yesterday and I've attempted restarting the device. This is preventing me from attend client meetings.,Closed,MED,2025-03-19 14:09:00.000,2025-03-20 02:09:00.000,683
393,Michelle,Johnson,michelle.johnson@echobyte.com,2,19,1,172,TKT-2025-0172,Cannot access shared network drives - need immediate assistance,"I'm experiencing Network printer not responding in office. This started last week and I've tried trying different locations. This is preventing me from communicating with clients.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-03-07 12:50:00.000,2025-03-07 17:50:00.000,674
394,Anthony,Pruitt,anthony.pruitt@echobyte.com,5,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
395,Jane,Johnson,jane.johnson@echobyte.com,5,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
396,Tammy,Sims,tammy.sims@echobyte.com,8,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,Javier,Mitchell,javier.mitchell@echobyte.com,7,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,Donna,Mccoy,donna.mccoy@echobyte.com,8,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,Christopher,Larson,christopher.larson@echobyte.com,9,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,Brianna,Perez,brianna.perez@echobyte.com,8,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,Anthony,Chavez,anthony.chavez@echobyte.com,2,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,Cindy,Brown,cindy.brown@echobyte.com,2,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,Robert,Bruce,robert.bruce@echobyte.com,5,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,Brianna,Werner,brianna.werner@echobyte.com,3,25,1,17,TKT-2025-0017,Cannot access ERP system - account locked,"Since last week, I've been unable to access rights in shared drives. This is affecting submitting reports.",Closed,LOW,2025-03-24 14:04:00.000,2025-03-25 09:04:00.000,442
405,Faith,Hill,faith.hill@echobyte.com,5,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,Kelly,Richmond,kelly.richmond@echobyte.com,7,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,Danielle,Coleman,danielle.coleman@echobyte.com,2,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,Emma,Patterson,emma.patterson@echobyte.com,4,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,Cynthia,Johnson,cynthia.johnson@echobyte.com,3,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,Jonathan,Ryan,jonathan.ryan@echobyte.com,7,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,Jennifer,Hawkins,jennifer.hawkins@echobyte.com,4,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,Darlene,Lee,darlene.lee@echobyte.com,2,23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,Christina,Richardson,christina.richardson@echobyte.com,3,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,Joel,Johnson,joel.johnson@echobyte.com,1,25,1,64,TKT-2024-0064,Teams keeps not responding when saving files,"Application: Outlook
Version: Office 365
Issue: crashing
Error message: BSOD: SYSTEM_SERVICE_EXCEPTION (win32kfull.sys)
Steps taken: checking for updates
Impact: my daily communication",Closed,MED,2024-10-02 16:23:00.000,2024-10-03 04:23:00.000,506
415,Christopher,Marquez,christopher.marquez@echobyte.com,4,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,Megan,Thomas,megan.thomas@echobyte.com,9,6,1,11,TKT-2024-0011,WiFi connection very slow in lobby,"Location: office
Issue: WiFi connection drops intermittently
Symptoms: intermittent
Steps taken: trying different locations
Impact: accessing critical files",Closed,MED,2024-10-07 10:22:00.000,2024-10-08 00:22:00.000,441
417,Sherry,May,sherry.may@echobyte.com,8,4,1,159,TKT-2025-0159,ThinkPad blue screen - urgent assistance needed,I'm experiencing blue screen with my laptop. The problem started yesterday and I've attempted checking power connections. This is preventing me from attend client meetings.,Closed,LOW,2025-04-28 10:12:00.000,2025-04-28 21:12:00.000,602
418,Taylor,Watkins,taylor.watkins@echobyte.com,3,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,Alyssa,Sullivan,alyssa.sullivan@echobyte.com,4,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,Trevor,Graves,trevor.graves@echobyte.com,6,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,Felicia,Bolton,felicia.bolton@echobyte.com,7,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,Alec,Long,alec.long@echobyte.com,8,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,Brian,Payne,brian.payne@echobyte.com,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,Trevor,Galloway,trevor.galloway@echobyte.com,6,2,1,160,TKT-2024-0160,Permission denied for shared folders,I'm trying to access shared drives but getting access denied. I need this resolved as it's preventing me from completing my work. I've tried contacting my manager.,Closed,LOW,2024-11-23 09:49:00.000,2024-11-24 00:49:00.000,813
424,Trevor,Galloway,trevor.galloway@echobyte.com,6,2,1,95,TKT-2024-0095,Need password reset for CRM system,"System: shared drives
Issue: password expired
User: existing user
Impact: submitting reports
Steps taken: trying different passwords",Closed,MED,2024-11-03 12:11:00.000,2024-11-03 22:11:00.000,259
425,Karen,Ferrell,karen.ferrell@echobyte.com,3,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,Ashley,Burns,ashley.burns@echobyte.com,2,26,1,65,TKT-2025-0065,Hardware issue with MacBook: freezing,I'm experiencing blue screen with my laptop. The problem started this morning and I've attempted updating drivers. This is preventing me from access critical files.,Closed,LOW,2025-05-18 15:56:00.000,2025-05-19 03:56:00.000,579
426,Ashley,Burns,ashley.burns@echobyte.com,2,26,1,174,TKT-2024-0174,Unable to access email due to network issues,"Location: meeting room
Issue: WiFi connection drops intermittently
Symptoms: intermittent
Steps taken: trying different locations
Impact: accessing critical files",Closed,MED,2024-10-13 14:56:00.000,2024-10-14 02:56:00.000,241
427,Suzanne,Collins,suzanne.collins@echobyte.com,9,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,David,Gonzales,david.gonzales@echobyte.com,9,23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,Kaitlyn,Schmidt,kaitlyn.schmidt@echobyte.com,4,22,1,72,TKT-2025-0072,Cannot connect to corporate network in lobby,"Location: cafeteria
Issue: DNS resolution failures
Symptoms: not connecting
Steps taken: checking network settings
Impact: communicating with clients",Closed,LOW,2025-04-19 10:49:00.000,2025-04-19 23:49:00.000,366
430,Tina,Cohen,tina.cohen@echobyte.com,5,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,Linda,Clay,linda.clay@echobyte.com,7,14,1,151,TKT-2025-0151,Software issue: Chrome not working properly,"Application: Excel
Version: Windows 11 Pro 22H2
Issue: running slowly
Error message: BSOD: SYSTEM_SERVICE_EXCEPTION (win32kfull.sys)
Steps taken: checking for updates
Impact: client presentations",Closed,LOW,2025-05-02 13:10:00.000,2025-05-03 01:10:00.000,599
432,Peter,Norris,peter.norris@echobyte.com,6,19,1,91,TKT-2024-0091,Permission denied for shared folders,I'm trying to access ERP system but getting password expired. I need this resolved as it's preventing me from completing my work. I've tried checking email for reset links.,Closed,LOW,2024-07-29 16:19:00.000,2024-07-30 05:19:00.000,128
433,Patrick,Turner,patrick.turner@echobyte.com,3,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,Susan,Becker,susan.becker@echobyte.com,8,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,David,Jordan,david.jordan@echobyte.com,5,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,Ronald,Munoz,ronald.munoz@echobyte.com,1,16,1,136,TKT-2025-0136,Need account creation for CRM system,"System: email system
Issue: permission error
User: contractor
Impact: completing my work
Steps taken: contacting my manager",Closed,MED,2025-05-16 12:45:00.000,2025-05-17 00:45:00.000,359
437,David,Henderson,david.henderson@echobyte.com,2,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,Toni,Thomas,toni.thomas@echobyte.com,6,17,1,134,TKT-2025-0134,Unable to turn on on MacBook - freezing,"Device: Dell laptop
Model: HP ZBook Studio
Issue: battery not charging
When it happens: running intensive software
Impact: access critical files
Steps taken: checking power connections

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-07-10 09:37:00.000,2025-07-10 14:37:00.000,640
439,Elizabeth,Perez,elizabeth.perez@echobyte.com,3,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,Thomas,Diaz,thomas.diaz@echobyte.com,7,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,Michelle,Crawford,michelle.crawford@echobyte.com,8,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,Christy,Wong,christy.wong@echobyte.com,1,18,1,93,TKT-2025-0093,Cannot connect to VPN in meeting room,"Location: lobby
Issue: Slow internet speed in specific areas
Symptoms: intermittent
Steps taken: restarting router
Impact: communicating with clients",Closed,LOW,2025-05-19 13:12:00.000,2025-05-20 09:12:00.000,569
443,Kathryn,Crawford,kathryn.crawford@echobyte.com,6,4,1,166,TKT-2025-0166,Need help with account creation in ERP system,"I'm trying to access ERP system but getting permission error. I need this resolved as it's preventing me from submitting reports. I've tried trying different passwords.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-03-01 10:48:00.000,2025-03-01 22:48:00.000,661
444,Jamie,Evans,jamie.evans@echobyte.com,1,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,Robert,Jacobs,robert.jacobs@echobyte.com,5,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,Mackenzie,Thomas,mackenzie.thomas@echobyte.com,2,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,Joyce,Johnson,joyce.johnson@echobyte.com,6,7,1,101,TKT-2024-0101,Hardware issue with ThinkPad: battery not charging,I'm experiencing overheating with my MacBook. The problem started yesterday and I've attempted updating drivers. This is preventing me from complete my reports.,Closed,LOW,2024-10-03 16:47:00.000,2024-10-04 07:47:00.000,193
448,Karen,Blair,karen.blair@echobyte.com,4,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,Jessica,Hawkins,jessica.hawkins@echobyte.com,8,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
